AllocationUUID,SourceNum,WebLink,AllocationOwner,OwnerClassificationCV,State,ContractorName,success
UTwr_WR932171,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932172,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932173,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932174,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932181,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932187,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932188,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR932189,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR9322,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933061,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933062,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933063,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933064,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933065,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933066,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933067,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933068,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933070,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933071,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933072,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933073,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933074,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933075,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933076,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933077,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933078,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933368,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933402,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933668,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933669,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933670,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933671,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933682,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933712,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933714,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933720,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933728,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933729,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933730,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933731,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933733,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933761,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933764,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933765,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR933792,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93921,1 - Web Scraping,https://www.usbr.gov/projects/,COTTONWOOD CREEK CONSOLIDATED IRRIGATION COMPANY,Private,UT,Cottonwood Creek Consolidated Irrigation Company,1
UTwr_WR93949,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93952,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93953,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93954,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93980,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93985,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93987,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
UTwr_WR93997,1 - Web Scraping,https://www.usbr.gov/projects/,EMERY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,Emery Water Conservancy District,1
WAwr_WR2071923,1 - Web Scraping,https://www.usbr.gov/projects/,Yakimatieton Irrigation District,WaDE Blank,WA,Yakima-Tieton Irrigation District,1
WAwr_WR2075460,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2077910,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2077932,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2084774,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2087847,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2088169,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2088170,1 - Web Scraping,https://www.usbr.gov/projects/,Okanogan Irrigation District,WaDE Blank,WA,Okanogan Irrigation District,1
WAwr_WR2283197,1 - Web Scraping,https://www.usbr.gov/projects/,Yakimatieton Irrigation District,Private,WA,Yakima-Tieton Irrigation District,1
WAwr_WR4755071,1 - Web Scraping,https://www.usbr.gov/projects/,Yakimatieton Irrigation District,WaDE Blank,WA,Yakima-Tieton Irrigation District,1
WAwr_WR4759523,1 - Web Scraping,https://www.usbr.gov/projects/,Yakimatieton Irrigation District,WaDE Blank,WA,Yakima-Tieton Irrigation District,1
WAwr_WR4764335,1 - Web Scraping,https://www.usbr.gov/projects/,Kittitas Reclamation District,WaDE Blank,WA,Kittitas Reclamation District,1
WAwr_WR4764351,1 - Web Scraping,https://www.usbr.gov/projects/,Kittitas Reclamation District,WaDE Blank,WA,Kittitas Reclamation District,1
WYwr_WRCRCC82051,1 - Web Scraping,https://www.usbr.gov/projects/,Midvale Irrigation District,Private,WY,Midvale Irrigation District,1
WYwr_WRCRCC84246,1 - Web Scraping,https://www.usbr.gov/projects/,Owl Creek Irrigation District,Private,WY,Owl Creek Irrigation District,1
WYwr_WRCRCC84250,1 - Web Scraping,https://www.usbr.gov/projects/,Owl Creek Irrigation District,Private,WY,Owl Creek Irrigation District,1
WYwr_WRCRCC84252,1 - Web Scraping,https://www.usbr.gov/projects/,Owl Creek Irrigation District,Private,WY,Owl Creek Irrigation District,1
WYwr_WRCRCC84253,1 - Web Scraping,https://www.usbr.gov/projects/,Owl Creek Irrigation District,Private,WY,Owl Creek Irrigation District,1
WYwr_WRCRCC84256,1 - Web Scraping,https://www.usbr.gov/projects/,Midvale Irrigation District,Private,WY,Midvale Irrigation District,1
WYwr_WRCRCC85018,1 - Web Scraping,https://www.usbr.gov/projects/,Midvale Irrigation District,Private,WY,Midvale Irrigation District,1
WYwr_WRCRCC85019,1 - Web Scraping,https://www.usbr.gov/projects/,Owl Creek Irrigation District,Private,WY,Owl Creek Irrigation District,1
WYwr_WRCRCC85172,1 - Web Scraping,https://www.usbr.gov/projects/,Sidon Irrigation District,Private,WY,Sidon Irrigation District,1
WYwr_WRCRCC94045,1 - Web Scraping,https://www.usbr.gov/projects/,Midvale Irrigation District,Private,WY,Midvale Irrigation District,1
WYwr_WRCRCR15232,1 - Web Scraping,https://www.usbr.gov/projects/,Midvale Irrigation District,Private,WY,Midvale Irrigation District,1
WYwr_WRP238430D,1 - Web Scraping,https://www.usbr.gov/projects/,Heart Mountain Irrigation District,Private,WY,Heart Mountain Irrigation District,1
WYwr_WRP96520R,1 - Web Scraping,https://www.usbr.gov/projects/,Midvale Irrigation District,Private,WY,Midvale Irrigation District,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
AZwr_WR208776,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR208777,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218349,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218350,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218351,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218352,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218353,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218354,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR218559,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR219663,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR219664,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR220371,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR220372,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR224445,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR330000110000,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Salt River Valley Water Users Association,Private,AZ,Salt River Valley Water Users Association,1
AZwr_WR330878320000,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR330963350000,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR330966880000,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR3R0020210000,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504131,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504962,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504983,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504984,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504985,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504986,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504987,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR504988,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR520000,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR523144,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR560620,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR567516,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR568138,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR580813,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR584467,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR584468,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Bureau Of Reclamation,Bureau Reclamation (USBR),AZ,Bureau of Reclamation,1
AZwr_WR587062,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Central Arizona Water Conservation District,Private,AZ,Central Arizona Water Conservation District,1
AZwr_WR587063,2 - ReclamationDams,https://www.arcgis.com/apps/mapviewer/index.html?layers=1df76b35789f448094cec79c53c42555,Central Arizona Water Conservation District,Private,AZ,Central Arizona Water Conservation District,1
