OID_,STATION_ID,SYSTEM,NAME,Latitude,Longitude,X_UTM,Y_UTM
325,10489.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR DIVERSION #1,40.149638331000062,-111.552510501999961,452941.836000000010245,4444511.457000000402331
326,9932.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR DOOGLE,40.153768845000059,-111.618315083999960,447340.197999999974854,4445006.845999999903142
327,10474.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR GOLF COURSE DIVERSION,40.162575225000069,-111.499437370999942,457470.342000000004191,4445920.616000000387430
328,9937.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR HIGHLINE CANAL,40.156835233000038,-111.530673038999964,454806.585000000020955,4445298.933000000193715
329,9938.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR ISLAND DITCH,40.148048538000069,-111.567189853999992,451690.413999999989755,4444342.877000000327826
330,9942.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR JOLLEY`S RANCH,40.167818324000052,-111.489758670999947,458297.764000000024680,4446497.980000000447035
331,9936.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR MAPLETON CANAL,40.156835233000038,-111.530673038999964,454806.585000000020955,4445298.933000000193715
332,10470.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR NELSON DIVERSION,40.194617490000041,-111.494270150999967,457930.163999999989755,4449474.665000000037253
333,9944.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR NEW DRY CREEK,40.148508113000048,-111.616459343999963,447494.197999999974854,4444421.837000000290573
334,9930.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR OLD DRY CREEK,40.146005689000049,-111.642524493999986,445272.081000000005588,4444159.809999999590218
335,10468.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR PHILLIPS DIVERSION #1,40.220611550000058,-111.479117316999975,459235.509000000020023,4452352.800999999977648
336,10469.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR PHILLIPS DIVERSION #2,40.217994408000038,-111.481137145999980,459062.076999999990221,4452063.241000000387430
337,9925.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR PLAT A DITCH 4,40.159449936000044,-111.598532636999948,449029.292000000015832,4445625.877000000327826
338,9929.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR PLAT A DITCH 8,40.158829148000052,-111.600100731999987,448895.284999999974389,4445557.873999999836087
339,9935.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR PRICE DITCH,40.150150506000045,-111.588283105999949,449895.324000000022352,4444587.864000000059605
340,9941.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR RIGHT HAND FORK,40.167818324000052,-111.489758670999947,458297.764000000024680,4446497.980000000447035
341,10476.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR SAGE CREEK,40.147583832000066,-111.576296074999959,450914.450000000011642,4444296.287999999709427
342,9931.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR SPANISH INFLOW,40.144501715000047,-111.635888777999980,445836.107000000018161,4443988.811999999918044
343,9926.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR SWENSON,40.157749674000058,-111.598036281999953,449070.292000000015832,4445436.872999999672174
344,10471.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR THOMAS PUMP NORTH,40.178537663000043,-111.497985677999964,457603.897999999986496,4447691.660000000149012
345,10472.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR THOMAS PUMP SOUTH,40.178082518000053,-111.497821247999980,457617.614000000001397,4447641.063000000081956
346,10466.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR THORNHILL DIVERSION,40.189125286000035,-111.495180727999980,457849.257999999972526,4448865.491999999620020
347,9927.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR UHAUL,40.157154372000036,-111.613636963999966,447741.222999999998137,4445379.858000000007451
348,10463.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR UPPER DAM,40.175504294000064,-111.497264066999946,457663.449000000022352,4447354.628999999724329
349,10465.000000000000000,HOBBLE CREEK,SPRINGVILLE IRR WHITE EAGLE DIVERSION,40.210664937000047,-111.486115059999975,458634.059000000008382,4451252.014999999664724
350,10462.000000000000000,HOBBLE CREEK,STRAWBERRY INFLOW ABOVE ISLAND DAM,40.147918972000070,-111.564523832999953,451917.402999999991152,4444327.049999999813735
351,10482.000000000000000,HOBBLE CREEK,WHITTEMORE WATER COMPANY,40.248985319000042,-111.517213568999978,456012.456999999994878,4455520.360000000335276
352,2991.000000000000000,HUNTINGTON CREEK,AVERY DITCH,39.335115698000038,-110.956555825999942,503745.076999999990221,4353966.044999999925494
353,2994.000000000000000,HUNTINGTON CREEK,HCIC CLEVELAND - CANAL PORTION,39.359674888000029,-110.952705494999975,504075.478999999992084,4356691.734000000171363
354,2995.000000000000000,HUNTINGTON CREEK,HCIC NORTH DITCH,39.347457116000044,-111.003884379999988,499666.276000000012573,4355334.773000000044703
355,9237.000000000000000,HUNTINGTON CREEK,HCIC ROBINS AND TRUMAN DIVERSION - CFS,39.358220628000026,-111.030735052999944,497353.049999999988358,4356529.726999999955297
356,9181.000000000000000,HUNTINGTON CREEK,HCIC SEELEY AND COLLARD DIVERSION (DAILY RECORDS),39.362372330000028,-111.048790931999974,495797.722999999998137,4356991.158999999985099
357,2993.000000000000000,HUNTINGTON CREEK,JEFFS DITCH,39.235405725000078,-110.931345095999973,505926.179000000003725,4342901.925999999977648
358,3061.000000000000000,HUNTINGTON CREEK,UP&L-BRASHER DITCH (JULIE JOHANSEN),39.255120821000048,-110.918304200999955,507049.688000000023749,4345090.758000000379980
359,2782.000000000000000,LITTLE BEAR RIVER,BIG SPRING,41.519359672000064,-111.727445894999960,439304.213999999978114,4596668.252000000327826
360,2784.000000000000000,LITTLE BEAR RIVER,DARLEY DITCH,41.627127345000076,-111.877563258999942,426900.196999999985565,4608749.150999999605119
361,2786.000000000000000,LITTLE BEAR RIVER,EAST FORK,41.518108049000034,-111.714464335999992,440386.229999999981374,4596520.260999999940395
362,2779.000000000000000,LITTLE BEAR RIVER,HIGHLINE CANAL,41.518052664000038,-111.753741211999966,437108.900000000023283,4596541.946999999694526
363,8197.000000000000000,LITTLE BEAR RIVER,HIGHLINE CANAL (MONTHLY RECORDS),41.518176940000046,-111.754422360999968,437052.184999999997672,4596556.240000000223517
364,2771.000000000000000,LITTLE BEAR RIVER,HYRUM CANAL,41.529169452000076,-111.814639039999975,432039.185999999986961,4597822.246000000275671
365,9175.000000000000000,LITTLE BEAR RIVER,HYRUM CITY THROUGH PARADISE CANAL,41.532279196000047,-111.813047796999967,432175.185999999986961,4598166.242999999783933
366,10516.000000000000000,LITTLE BEAR RIVER,HYRUM IRRIGATING COMPANY,41.515361829000028,-111.813154399999974,432148.620999999984633,4596288.144000000320375
367,10311.000000000000000,LITTLE BEAR RIVER,HYRUM RESERVOIR ELEVATION (USBR),41.626210780000065,-111.871631055999956,427393.324000000022352,4608642.379999999888241
368,2772.000000000000000,LITTLE BEAR RIVER,LITTLE FEEDER,41.629481120000037,-111.872444952999956,427329.197999999974854,4609006.149000000208616
369,2776.000000000000000,LITTLE BEAR RIVER,PARADISE CANAL,41.532308777000026,-111.813013236999950,432178.099999999976717,4598169.500000000000000
370,9738.000000000000000,LITTLE BEAR RIVER,PARADISE CANAL BELOW BLACK TUBE,41.532371064000074,-111.813376030999962,432147.900000000023283,4598176.700000000186265
371,2783.000000000000000,LITTLE BEAR RIVER,POLE CREEK,41.514816589000077,-111.747624329999951,437616.188000000023749,4596178.242999999783933
372,2781.000000000000000,LITTLE BEAR RIVER,PORCUPINE CREEK,41.507277862000080,-111.730761700999949,439016.207999999984168,4595329.257000000216067
373,9743.000000000000000,LITTLE BEAR RIVER,PORCUPINE RESERVOIR CONTENTS (AC-FT),41.518415128000072,-111.746577391999949,437707.000000000000000,4596577.000000000000000
374,9742.000000000000000,LITTLE BEAR RIVER,PORCUPINE RESERVOIR ELEVATION (FEET),41.518631271000061,-111.746443729999953,437718.359999999986030,4596600.900000000372529
375,2778.000000000000000,LITTLE BEAR RIVER,PORCUPINE RESERVOIR OUTLET,41.518271573000050,-111.747942218999981,437592.981000000028871,4596562.047000000253320
376,2774.000000000000000,LITTLE BEAR RIVER,PUMP CANAL,41.626139823000074,-111.880671048999943,426640.196999999985565,4608642.151999999769032
377,10287.000000000000000,LITTLE BEAR RIVER,SOUTH FORK OF LITTLE BEAR RIVER,41.501157068000055,-111.816559375999987,431849.599999999976717,4594713.799999999813735
378,2785.000000000000000,LITTLE BEAR RIVER,USGS LITTLE BEAR AT PARADISE,41.575495866000040,-111.855236751999939,428703.191999999980908,4602998.207000000402331
379,2770.000000000000000,LITTLE BEAR RIVER,WELLSVILLE EAST FIELD,41.629652147000058,-111.872459263999986,427328.197999999974854,4609025.149000000208616
380,2775.000000000000000,LITTLE BEAR RIVER,WELLSVILLE MENDON CANAL,41.628564116000064,-111.880487953999989,426658.196999999985565,4608911.149000000208616
381,2777.000000000000000,LITTLE BEAR RIVER,WHITES,41.561935219000077,-111.847382636999953,429343.190000000002328,4601486.220999999903142
382,8455.000000000000000,LITTLE COTTONWOOD CREEK,15 FT PARSHALL,40.578507077000040,-111.797562254999946,432498.961999999999534,4492274.008000000379980
383,8452.000000000000000,LITTLE COTTONWOOD CREEK,BROWN DITCH,40.639892545000066,-111.862779897999985,427045.968999999982771,4499140.060999999754131
384,4798.000000000000000,LITTLE COTTONWOOD CREEK,CUT OFF SAVINGS DITCH NORTH,40.596780611000042,-111.815105221999943,431032.966000000014901,4494316.023000000044703
385,9176.000000000000000,LITTLE COTTONWOOD CREEK,FARMERS GATE,40.584908250000069,-111.800757793999992,432234.963999999978114,4492987.012000000104308
386,8457.000000000000000,LITTLE COTTONWOOD CREEK,MURRAY POWER PLANT OVERFLOW,40.579522160000067,-111.799287549999974,432353.961999999999534,4492388.008999999612570
387,4795.000000000000000,LITTLE COTTONWOOD CREEK,NORTH DESPAIN,40.576308882000035,-111.787056325999970,433385.963999999978114,4492022.002999999560416
388,8453.000000000000000,LITTLE COTTONWOOD CREEK,RICHARDS DITCH ROYAL LANE,40.604891521000070,-111.823572232999993,430324.967000000004191,4495223.030000000260770
389,4797.000000000000000,LITTLE COTTONWOOD CREEK,SANDY DITCH WEIR,40.584179323000058,-111.799342964999994,432353.963999999978114,4492905.010999999940395
390,8451.000000000000000,LITTLE COTTONWOOD CREEK,SANDY WELL - BIG CANYON,40.573119504000033,-111.789736269999992,433155.961999999999534,4491670.002999999560416
391,9304.000000000000000,LITTLE COTTONWOOD CREEK,SANDY WELL - LITTLE CANYON,40.574617343000057,-111.789387629999965,433186.961999999999534,4491836.002999999560416
392,9335.000000000000000,LITTLE COTTONWOOD CREEK,SOUTH DESPAIN & EXTENSION (TOTAL),40.573182964000068,-111.789677944999994,433160.961999999999534,4491677.002999999560416
393,9328.000000000000000,LITTLE COTTONWOOD CREEK,SOUTH DESPAIN & EXTENSION OVERFLOW,40.573119261000045,-111.789771709999968,433152.961999999999534,4491670.002999999560416
394,4800.000000000000000,LITTLE COTTONWOOD CREEK,SOUTH DESPAIN - LA CAILLE,40.573119221000070,-111.789777616999970,433152.461999999999534,4491670.002999999560416
395,4801.000000000000000,LITTLE COTTONWOOD CREEK,SOUTH DESPAIN EXTENSION,40.573119100000042,-111.789795336999987,433150.961999999999534,4491670.002999999560416
396,4806.000000000000000,LITTLE COTTONWOOD CREEK,TANNER DITCH,40.616289789000064,-111.853066019999972,427841.962999999988824,4496512.044999999925494
397,9327.000000000000000,LITTLE COTTONWOOD CREEK,UNION AND JORDAN (CFS),40.617545378000045,-111.856262151999942,427572.961999999999534,4496654.046000000089407
398,4802.000000000000000,LITTLE COTTONWOOD CREEK,WALKER DITCH,40.621490407000067,-111.750119400999949,436554.998000000021420,4497010.016999999992549
399,9326.000000000000000,LITTLE COTTONWOOD CREEK,WTP CREEKSIDE DIVERSION,40.579472034000048,-111.798719812999991,432401.961999999999534,4492382.008999999612570
400,8456.000000000000000,LITTLE COTTONWOOD CREEK,WTP TAILRACE,40.584908250000069,-111.800757793999992,432234.963999999978114,4492987.012000000104308
401,56.000000000000000,LOGAN RIVER,8TH WARD CANAL (CROCKETT CANAL),41.734144404000062,-111.811932698999954,432479.219999999972060,4620577.060999999754131
402,21.000000000000000,LOGAN RIVER,BENSON IRRIGATION COMPANY,41.773966493000046,-111.848940276999940,429445.206999999994878,4625028.023000000044703
403,9644.000000000000000,LOGAN RIVER,CACHE HIGHLINE CANAL (MANUAL),41.745243568000035,-111.760237151999945,436789.228999999992084,4621770.078999999910593
404,9840.000000000000000,LOGAN RIVER,CACHE HIGHLINE CANAL (USGS),41.743160105000072,-111.762028566999959,436638.228000000002794,4621540.080000000074506
405,10324.000000000000000,LOGAN RIVER,CACHE HIGHLINE LOGAN ISLAND PIPE,41.740083588000061,-111.795977116999950,433812.222999999998137,4621224.064000000245869
406,26.000000000000000,LOGAN RIVER,HYDE PARK AND LOGAN NORTHFIELD,41.731544854000049,-111.830345083999987,430945.217000000004191,4620303.054999999701977
407,17.000000000000000,LOGAN RIVER,LOGAN AND NORTHERN AND LOGAN HOLLOW (BELOW FIRST DAM),41.740083588000061,-111.795977116999950,433812.222999999998137,4621224.064000000245869
408,15.000000000000000,LOGAN RIVER,LOGAN CITY/DEWITT SPRINGS,41.759737370000039,-111.707899117999943,441154.266999999992549,4623342.128999999724329
409,58.000000000000000,LOGAN RIVER,LOGAN HOLLOW CANAL,41.740083588000061,-111.795977116999950,433812.222999999998137,4621224.064000000245869
410,27.000000000000000,LOGAN RIVER,LOGAN ISLAND #1,41.732906486000047,-111.812494281999989,432431.219999999972060,4620440.061999999918044
411,28.000000000000000,LOGAN RIVER,LOGAN ISLAND #2,41.732923716000073,-111.816414476999967,432105.218999999982771,4620445.059999999590218
412,48.000000000000000,LOGAN RIVER,LOGAN ISLAND #3,41.731706204000034,-111.820427168999970,431770.218999999982771,4620313.059000000357628
413,49.000000000000000,LOGAN RIVER,LOGAN ISLAND #4,41.730835391000028,-111.825057380999965,431384.217999999993481,4620220.058000000193715
414,50.000000000000000,LOGAN RIVER,LOGAN ISLAND #5,41.730485699000042,-111.829838460999952,430986.217000000004191,4620185.055999999865890
415,51.000000000000000,LOGAN RIVER,LOGAN ISLAND #6 & #7,41.729925113000036,-111.831382324999993,430857.217000000004191,4620124.055999999865890
416,52.000000000000000,LOGAN RIVER,LOGAN ISLAND #8,41.728743778000080,-111.837775709999960,430324.216000000014901,4619998.053999999538064
417,19.000000000000000,LOGAN RIVER,LOGAN NORTHWEST FIELD CANAL,41.727151436000042,-111.843670521999968,429832.215000000025611,4619826.053000000305474
418,54.000000000000000,LOGAN RIVER,PROVIDENCE PIONEER CANAL,41.724703905000069,-111.826000888999943,431299.217000000004191,4619540.063000000081956
419,18.000000000000000,LOGAN RIVER,PROVIDENCE-LOGAN IRRIGATION COMPANY,41.739467100000070,-111.800443049999956,433440.222999999998137,4621159.063000000081956
420,24.000000000000000,LOGAN RIVER,SEVENTH WARD #1,41.734234785000069,-111.819497372999990,431850.218999999982771,4620593.058000000193715
421,25.000000000000000,LOGAN RIVER,SEVENTH WARD #2,41.734909259000062,-111.822163428999943,431629.218999999982771,4620670.055999999865890
422,53.000000000000000,LOGAN RIVER,SOUTHWEST FIELD CANAL,41.723780332000047,-111.845237474999976,429698.213999999978114,4619453.054999999701977
423,23.000000000000000,LOGAN RIVER,SUNDAY WATER USERS CANAL,41.733993933000079,-111.819169646999967,431877.218999999982771,4620566.058000000193715
424,20.000000000000000,LOGAN RIVER,THATCHER IRRIGATION COMPANY,41.729310629000054,-111.837855216999969,430318.216000000014901,4620061.053000000305474
425,22.000000000000000,LOGAN RIVER,WATER STREET DIVERSION,41.729985485000043,-111.832994302999964,430723.217000000004191,4620132.054999999701977
426,9645.000000000000000,LOGAN RIVER (INACTIVES),LOGAN AND NORTHERN IRRIGATION COMPANY (UPPER),41.745243568000035,-111.760237151999945,436789.228999999992084,4621770.078999999910593
427,16.000000000000000,LOGAN RIVER (INACTIVES),LOGAN HYDE PARK AND SMITHFIELD CANAL COMPANY,41.743160105000072,-111.762028566999959,436638.228000000002794,4621540.080000000074506
428,1689.000000000000000,LOWER BEAR RIVER,01  GOODWIN PUMP,41.949035067000068,-111.946284263999985,421569.079000000027008,4644549.952999999746680
429,1690.000000000000000,LOWER BEAR RIVER,02  MUNK JORGENSEN PUMP CO.,41.823351823000053,-111.904063273999952,424921.539999999979045,4630557.797000000253320
430,1691.000000000000000,LOWER BEAR RIVER,03  PAUL CARDON,41.814511288000062,-111.943340076999959,421648.923999999999069,4629611.327999999746680
431,1692.000000000000000,LOWER BEAR RIVER,04  WEST CACHE IRR. CO. PUMP,41.852472579000050,-111.887331155999959,426344.500999999989290,4633776.506000000052154
432,1693.000000000000000,LOWER BEAR RIVER,05  BOB MUNK,41.823375913000064,-111.904149467999957,424914.409999999974389,4630560.547000000253320
433,1709.000000000000000,LOWER BEAR RIVER,05A HOFFMAN,41.829122257000051,-111.905246740999985,424830.006999999983236,4631199.506000000052154
434,1695.000000000000000,LOWER BEAR RIVER,06  THAIN DAIRY,41.823142243000063,-111.903844786999969,424939.440000000002328,4630534.337000000290573
435,1696.000000000000000,LOWER BEAR RIVER,"07  MUNK, TARBET, FISHER",41.834236111000052,-111.896355173999950,425574.287000000011176,4631759.540000000037253
436,1697.000000000000000,LOWER BEAR RIVER,08  REESE-BALLARD,41.806703090000042,-111.901277904999972,425133.469999999972060,4628706.911000000312924
437,9305.000000000000000,LOWER BEAR RIVER,08A REESE-BALLARD,41.806703090000042,-111.901277904999972,425133.469999999972060,4628706.911000000312924
438,1698.000000000000000,LOWER BEAR RIVER,09  JOHN ALLEN,41.809495552000044,-111.901612140999987,425108.957999999984168,4629017.240000000223517
439,1699.000000000000000,LOWER BEAR RIVER,10  BALLARD PUMP,41.802777094000078,-111.909455538999964,424449.549999999988358,4628278.177000000141561
440,1700.000000000000000,LOWER BEAR RIVER,10A LANNY BALLARD,41.802777094000078,-111.909455538999964,424449.549999999988358,4628278.177000000141561
441,1701.000000000000000,LOWER BEAR RIVER,11  BENSON-BEAR LAKE IRR. CO.,41.792147859000067,-111.924674887999970,423172.521999999997206,4627111.540000000037253
442,1702.000000000000000,LOWER BEAR RIVER,11A LEE JOHNSON (KIMBER JOHNSON),41.786984879000045,-111.947319544999971,421284.710000000020955,4626558.798000000417233
443,1703.000000000000000,LOWER BEAR RIVER,11B CECIL ARCHIBALD (PREVIOUS: W.D. JOHNSON),41.797702285000071,-111.929750288999969,422757.488000000012107,4627732.776999999769032
444,1704.000000000000000,LOWER BEAR RIVER,11C JIM WATTERSON,41.796956020000039,-111.949399863999986,421124.072999999974854,4627667.765999999828637
445,1705.000000000000000,LOWER BEAR RIVER,11D BENSON-BEAR LAKE EXCHANGE (PAUL CARDON),41.786974988000054,-111.947241054999949,421291.219999999972060,4626557.627999999560416
446,1706.000000000000000,LOWER BEAR RIVER,12  KING IRRIGATION CO.,41.822293516000059,-111.896899660999964,425515.233000000007451,4630434.060999999754131
447,9308.000000000000000,LOWER BEAR RIVER,13A SPACKMAN-BUTTARS,41.907889205000060,-111.894618733999948,425803.700000000011642,4639935.581000000238419
448,1707.000000000000000,LOWER BEAR RIVER,13B SPACKMAN-GIBBONS,41.907873132000077,-111.894635510999990,425802.289999999979045,4639933.810999999754131
449,1710.000000000000000,LOWER BEAR RIVER,14  SIMMONDS-CHAMBERS (SIMMONDS BROTHERS DAIRY),41.943436285000075,-111.940598800999965,422033.495999999984633,4643923.135999999940395
450,1711.000000000000000,LOWER BEAR RIVER,14A LARRY PITCHER,41.943476200000077,-111.940673820999962,422027.326000000000931,4643927.635999999940395
451,9306.000000000000000,LOWER BEAR RIVER,14B SIMMONDS-CHAMBERS (SIMMONDS BROTHERS DAIRY),41.943472151000037,-111.940596431999950,422033.735999999975320,4643927.116000000387430
452,1712.000000000000000,LOWER BEAR RIVER,15  LARRY FALSLEV,41.808610306000048,-111.929246812999963,422812.411000000021886,4628943.406000000424683
453,1713.000000000000000,LOWER BEAR RIVER,15A LARRY FALSLEV,41.808522395000068,-111.935358474999987,422304.630000000004657,4628939.152999999932945
454,9307.000000000000000,LOWER BEAR RIVER,15B LARRY FALSLEV,41.808522395000068,-111.935358474999987,422304.630000000004657,4628939.152999999932945
455,1714.000000000000000,LOWER BEAR RIVER,16  MIKE FALSLEV (PREVIOUS: RULON FALSEV),41.808616751000045,-111.929251841999985,422812.000999999989290,4628944.126000000163913
456,9313.000000000000000,LOWER BEAR RIVER,17A HILL IRRIGATION CO.,41.942498606000072,-111.935531378999940,422452.408999999985099,4643814.428999999538064
457,1715.000000000000000,LOWER BEAR RIVER,17B HILL IRRIGATION CO.,41.932782460000055,-111.928864868999938,422993.329000000027008,4642729.643000000156462
458,1716.000000000000000,LOWER BEAR RIVER,18  SMITHFIELD WEST BENCH,41.868510435000076,-111.879735675999939,426993.245999999984633,4635550.662999999709427
459,1717.000000000000000,LOWER BEAR RIVER,19  GARY MATHER,41.868183631000079,-111.879940619999957,426975.865999999979977,4635514.553000000305474
460,1719.000000000000000,LOWER BEAR RIVER,20  ESTANCIA LLC - WALT YOUNG (PREVIOUS: COE LARKIN),41.868456999000045,-111.879950754999982,426975.336000000010245,4635544.912999999709427
461,1720.000000000000000,LOWER BEAR RIVER,21  MARCHANT PUMP,41.880830807000052,-111.869992180999986,427815.713999999978114,4636910.326000000350177
462,1721.000000000000000,LOWER BEAR RIVER,22  LARRY FALSLEV,41.796636368000065,-111.919939343999943,423571.320999999996275,4627605.661999999545515
463,1722.000000000000000,LOWER BEAR RIVER,22A LARON FALSLEV,41.803329929000029,-111.927378911999938,422961.244999999995343,4628355.467000000178814
464,181.000000000000000,LOWER BEAR RIVER,23  PAUL CARDON,41.820048433000068,-111.947482363999939,421311.648999999975786,4630229.885999999940395
465,1723.000000000000000,LOWER BEAR RIVER,24  WALTER WOOD,41.928960329000063,-111.928026984999974,423058.201000000000931,4642304.523000000044703
466,1724.000000000000000,LOWER BEAR RIVER,25  WILLARD PITCHER,41.936973926000064,-111.940535262999958,422030.890000000013970,4643205.566999999806285
467,9218.000000000000000,LOWER BEAR RIVER,25A LOWER,41.936975588000053,-111.940541318999976,422030.390000000013970,4643205.757000000216067
468,1725.000000000000000,LOWER BEAR RIVER,26  WHEELER PUMP,41.948081449000028,-111.933230000999970,422649.927000000025146,4644432.208999999798834
469,1726.000000000000000,LOWER BEAR RIVER,27  HAROLD FALSLEV (KEVIN FALSEV),41.801720301000046,-111.905298308999988,424793.672000000020489,4628157.199000000022352
470,1727.000000000000000,LOWER BEAR RIVER,28  BOB MUNK,41.837396883000054,-111.887893109999993,426280.548000000009779,4632103.173999999649823
471,1728.000000000000000,LOWER BEAR RIVER,29  REGAN WHEELER,41.956912174000081,-111.936202248999962,422414.280000000027940,4645415.366999999620020
472,1729.000000000000000,LOWER BEAR RIVER,30  J.L. WATTERSON,41.799875241000052,-111.932241946999966,422553.096000000019558,4627976.275000000372529
473,1733.000000000000000,LOWER BEAR RIVER,31  USU,41.830585420000034,-111.988819111999987,417892.020000000018626,4631438.463999999687076
474,1732.000000000000000,LOWER BEAR RIVER,32  USU,41.825990342000068,-111.984323237999945,418259.504000000015367,4630923.997000000439584
475,1734.000000000000000,LOWER BEAR RIVER,33  LARRY FALSLEV,41.800002323000058,-111.910077935999993,424394.582999999984168,4627970.650999999605119
476,1735.000000000000000,LOWER BEAR RIVER,34  HAROLD FALSLEV (KEVIN FALSLEV),41.796092607000048,-111.919975258999955,423567.690999999991618,4627545.321999999694526
477,9310.000000000000000,LOWER BEAR RIVER,34A HAROLD FALSLEV (KEVIN FALSLEV),41.796092607000048,-111.919975258999955,423567.690999999991618,4627545.321999999694526
478,1736.000000000000000,LOWER BEAR RIVER,35  J. GOLDEN RIGBY,41.827032790000032,-111.961215279999976,420179.781000000017229,4631018.008000000379980
479,1543.000000000000000,LOWER BEAR RIVER,36  NORVAL JOHNSON (NICK GALLOWAY),41.786634579000065,-111.944743461999963,421498.341000000014901,4626517.549999999813735
480,1737.000000000000000,LOWER BEAR RIVER,37  BULLEN FARMS,41.824553969000078,-111.964648443999977,419891.591000000014901,4630745.986999999731779
481,2631.000000000000000,LOWER BEAR RIVER,38  LOGAN RIVER BLACKSMITH FORK,41.705552156000067,-111.871163844999955,427521.288000000000466,4617450.774000000208616
482,1739.000000000000000,LOWER BEAR RIVER,39  REESE-CLARK PUMP,41.821735497000077,-111.896951716999979,425510.262999999977183,4630372.150999999605119
483,1740.000000000000000,LOWER BEAR RIVER,39A WAYNE WATTERSON,41.814127438000071,-111.900885281999990,425174.726000000024214,4629530.870000000111759
484,1741.000000000000000,LOWER BEAR RIVER,40  PERRY SPACKMAN,41.911309963000065,-111.899524180999947,425400.835000000020955,4640319.638000000268221
485,1742.000000000000000,LOWER BEAR RIVER,41  LARRY PITCHER,41.949806129000081,-111.945836592999967,421607.129000000015367,4644635.154000000096858
486,1743.000000000000000,LOWER BEAR RIVER,42  JOE COWLEY,41.809682844000065,-111.962167172999955,420079.162000000011176,4629092.578999999910593
487,1744.000000000000000,LOWER BEAR RIVER,43  BULLEN FARMS,41.793727733000026,-111.960936742999991,420161.563000000023749,4627319.991000000387430
488,1745.000000000000000,LOWER BEAR RIVER,44  FLOYD DORIUS,41.972332967000057,-111.930534054999953,422902.625000000000000,4647122.417000000365078
489,1763.000000000000000,LOWER BEAR RIVER,44A WEEKS & TAGGART,41.972091122000052,-111.930269595999960,422924.244999999995343,4647095.326999999582767
490,1746.000000000000000,LOWER BEAR RIVER,45  DUANE GRIFFIN,41.834896490000062,-111.997017274999962,417216.814000000013039,4631924.980000000447035
491,1747.000000000000000,LOWER BEAR RIVER,46  DALE BENSON,41.842994492000059,-111.997315184999991,417202.517999999981839,4632824.368999999947846
492,9416.000000000000000,LOWER BEAR RIVER,47  RICH (NORTH PUMP),41.888892281000039,-111.869028098999991,427904.771000000007916,4637804.565000000409782
493,1748.000000000000000,LOWER BEAR RIVER,47  RICH (SOUTH PUMP),41.888883275000069,-111.869027976999973,427904.771000000007916,4637803.565000000409782
494,1752.000000000000000,LOWER BEAR RIVER,48  MAX RASSMUSSEN,41.839534336000042,-111.931350054999939,422674.922000000020489,4632378.701999999582767
495,1751.000000000000000,LOWER BEAR RIVER,49  BILL LINDLEY (R GLADFELDER),41.839534336000042,-111.931350054999939,422674.922000000020489,4632378.701999999582767
496,1749.000000000000000,LOWER BEAR RIVER,50  BOB MUNK,41.830690244000039,-111.940536808999980,421901.424999999988358,4631405.077999999746680
497,1750.000000000000000,LOWER BEAR RIVER,51  RUSS SEAMONS,41.833338145000027,-111.941613841999981,421815.212999999988824,4631700.047000000253320
498,1753.000000000000000,LOWER BEAR RIVER,52  ALLEN WHEELER,41.956911714000057,-111.936203448999947,422414.179999999993015,4645415.316999999806285
499,1624.000000000000000,LOWER BEAR RIVER,53  CECIL ARCHIBALD,41.785326918000067,-111.942293467999946,421700.331999999994878,4626370.131000000052154
500,1754.000000000000000,LOWER BEAR RIVER,54  USU,41.824712072000068,-111.970596232999981,419397.848999999987427,4630769.104000000283122
501,1755.000000000000000,LOWER BEAR RIVER,55A TODD BALLARD,41.825637837000045,-111.951711040999953,420967.324000000022352,4630854.343000000342727
502,9417.000000000000000,LOWER BEAR RIVER,55B TODD BALLARD,41.827019869000026,-111.960846613999990,420210.380000000004657,4631016.230999999679625
503,3966.000000000000000,LOWER BEAR RIVER,56  BRUCE COWLEY,41.919072861000075,-111.910607023999944,424490.846000000019558,4641191.241999999620020
504,3967.000000000000000,LOWER BEAR RIVER,57  WILSON KALMAR ROBBINS,41.896980637000070,-111.909304120999991,424572.884000000020023,4638737.226999999955297
