AllocationUUID,AllocationOwner,OwnerClassificationCV,State,LinkFieldA,index,ContractorName,LinkFieldB,success
MTwr_WR41K4088900,Fort Shaw Irrigation District,WaDE Blank,MT,fort shaw irrigation districtmt,179.0,Fort Shaw Irrigation District,fort shaw irrigation districtmt,1
MTwr_WR41K4089000,Fort Shaw Irrigation District,WaDE Blank,MT,fort shaw irrigation districtmt,179.0,Fort Shaw Irrigation District,fort shaw irrigation districtmt,1
NEwr_WR1083,Frenchman Valley Irrigation District,WaDE Blank,NE,frenchman valley irrigation districtne,109.0,Frenchman Valley Irrigation District,frenchman valley irrigation districtne,1
NEwr_WR32,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WR33,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WR43,Farmers Irrigation District,WaDE Blank,NE,farmers irrigation districtne,"520.0,130.0",Farmers Irrigation District,farmers irrigation districtne,1
NEwr_WR46,Farmers Irrigation District,WaDE Blank,NE,farmers irrigation districtne,"520.0,130.0",Farmers Irrigation District,farmers irrigation districtne,1
NEwr_WR47,Farmers Irrigation District,WaDE Blank,NE,farmers irrigation districtne,"520.0,130.0",Farmers Irrigation District,farmers irrigation districtne,1
NEwr_WR7831,Mirage Flats Irrigation District,Bureau Reclamation (USBR),NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WR7832,Mirage Flats Irrigation District,Bureau Reclamation (USBR),NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WR7855,Mirage Flats Irrigation District,Bureau Reclamation (USBR),NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WR7857,Mirage Flats Irrigation District,Bureau Reclamation (USBR),NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WR7858,Mirage Flats Irrigation District,Bureau Reclamation (USBR),NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WR7859,Mirage Flats Irrigation District,Bureau Reclamation (USBR),NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WR7981,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7982,Ainsworth Irrigation District,Bureau Reclamation (USBR),NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7983,Ainsworth Irrigation District,Bureau Reclamation (USBR),NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7984,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7985,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7988,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7989,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7992,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7993,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR7999,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR8015,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR8031,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR8077,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WR9711,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WRA003470,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRA003471,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRA003565,Farmers Irrigation District,WaDE Blank,NE,farmers irrigation districtne,"520.0,130.0",Farmers Irrigation District,farmers irrigation districtne,1
NEwr_WRA008029,Frenchman Valley Irrigation District,WaDE Blank,NE,frenchman valley irrigation districtne,109.0,Frenchman Valley Irrigation District,frenchman valley irrigation districtne,1
NEwr_WRG017907,Mirage Flats Irrigation District,WaDE Blank,NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WRG017909,Mirage Flats Irrigation District,WaDE Blank,NE,mirage flats irrigation districtne,"132.0,45.0",Mirage Flats Irrigation District,mirage flats irrigation districtne,1
NEwr_WRG018328,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WRG018339,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WRG022845,Ainsworth Irrigation District,WaDE Blank,NE,ainsworth irrigation districtne,322.0,Ainsworth Irrigation District,ainsworth irrigation districtne,1
NEwr_WRG026618,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRG026718,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRG026720,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRG026749,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRG026753,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NEwr_WRG026756,Pathfinder Irrigation District,WaDE Blank,NE,pathfinder irrigation districtne,"328.0,274.0,275.0,276.0",Pathfinder Irrigation District,pathfinder irrigation districtne,1
NMwr_WRSP02593AA,Hammond Conservancy District,Private,NM,hammond conservancy districtnm,224.0,Hammond Conservancy District,hammond conservancy districtnm,1
NVWR_WR10283,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12950,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12951,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12952,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12953,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12954,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12955,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12956,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR12957,Pershing County Water Conservation District,WaDE Blank,NV,pershing county water conservation districtnv,526.0,Pershing County Water Conservation District,pershing county water conservation districtnv,1
NVWR_WR92412t,Truckeecarson Irrigation District,WaDE Blank,NV,truckeecarson irrigation districtnv,"225.0,98.0,72.0,463.0,272.0,273.0,123.0",Truckee-Carson Irrigation District,truckeecarson irrigation districtnv,1
ORwr_WR129016,Central Oregon Irrigation District,WaDE Blank,OR,central oregon irrigation districtor,106.0,Central Oregon Irrigation District,central oregon irrigation districtor,1
ORwr_WR148861,Pacificorp,WaDE Blank,OR,pacificorpor,287.0,PacifiCorp,pacificorpor,1
ORwr_WR148863,Pacificorp,WaDE Blank,OR,pacificorpor,287.0,PacifiCorp,pacificorpor,1
ORwr_WR179468,Vale Oregon Irrigation District,WaDE Blank,OR,vale oregon irrigation districtor,"226.0,1.0,58.0,59.0",Vale Oregon Irrigation District,vale oregon irrigation districtor,1
ORwr_WR60276,Pacificorp,WaDE Blank,OR,pacificorpor,287.0,PacifiCorp,pacificorpor,1
TWDBwr_WR509404,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509405,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509406,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509407,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509502,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509704,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509705,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509706,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509707,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509708,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509709,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509710,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509711,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509750,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509755,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509756,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509757,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509758,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509805,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509807,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR509850,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR510806,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR510808,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR517101,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR517203,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR517307,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR518807,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR616601,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR616654,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR616904,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR616916,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR616917,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624304,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624305,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624306,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624307,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624353,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624355,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624356,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624357,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TWDBwr_WR624358,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,443.0,Canadian River Municipal Water Authority,canadian river municipal water authoritytx,1
TXwr_WRC5446,Reeves County Water Improvement District 1,Private,TX,reeves county water improvement district 1tx,590.0,Reeves County Water Improvement District 1,reeves county water improvement district 1tx,1
UTwr_WR256870,NEWTON WATER USERS ASSOCIATION,WaDE Blank,UT,newton water users associationut,354.0,Newton Water Users Association,newton water users associationut,1
UTwr_WR312408,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR312417,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR312589,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR313563,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR313564,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR313565,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR313729,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR31438,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR315238,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR315306,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR351496,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR35287,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR355240,OGDEN RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,ogden river water users associationut,"480.0,481.0,482.0,483.0,398.0,368.0,369.0,370.0,371.0,372.0,373.0,476.0,477.0,478.0,479.0",Ogden River Water Users Association,ogden river water users associationut,1
UTwr_WR355298,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR355464,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR355529,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR358014,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR358034,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR358039,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR35841,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,"134.0,146.0,533.0,23.0,542.0,543.0,544.0,545.0,546.0,547.0,548.0,549.0,550.0,295.0,551.0,552.0,553.0,554.0,555.0,556.0,557.0,558.0,559.0,560.0,561.0,81.0,466.0,495.0,374.0",Weber Basin Water Conservancy District,weber basin water conservancy districtut,1
UTwr_WR358890,PROVO RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,provo river water users associationut,"32.0,131.0,50.0,562.0,117.0",Provo River Water Users Association,provo river water users associationut,1
UTwr_WR411731,BRIDGER VALLEY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,bridger valley water conservancy districtut,"490.0,491.0,492.0",Bridger Valley Water Conservancy District,bridger valley water conservancy districtut,1
UTwr_WR412967,BRIDGER VALLEY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,bridger valley water conservancy districtut,"490.0,491.0,492.0",Bridger Valley Water Conservancy District,bridger valley water conservancy districtut,1
UTwr_WR412998,BRIDGER VALLEY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,bridger valley water conservancy districtut,"490.0,491.0,492.0",Bridger Valley Water Conservancy District,bridger valley water conservancy districtut,1
UTwr_WR413043,BRIDGER VALLEY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,bridger valley water conservancy districtut,"490.0,491.0,492.0",Bridger Valley Water Conservancy District,bridger valley water conservancy districtut,1
UTwr_WR413290,BRIDGER VALLEY WATER CONSERVANCY DISTRICT,WaDE Blank,UT,bridger valley water conservancy districtut,"490.0,491.0,492.0",Bridger Valley Water Conservancy District,bridger valley water conservancy districtut,1
UTwr_WR413487,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR413523,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR4311127,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR4312263,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR4312313,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
